t,x,tf,ts
0.2309375,0.965,1.0000584,1.0001345
0.3586375,0.299,0.99998903,0.9959816
0.65515935,0.716,1.000014,0.9993173
0.3703625,0.697,1.0000553,1.0000799
0.288575,0.935,1.0000628,1.0001031
0.67266876,0.111,2.7428436,3.4010367
0.7492156,0.594,1.0755707,1.2027168
0.37351874,0.84,1.0000626,1.0000702
0.10736875,0.843,1.0000201,1.0002354
0.6782531,0.105,2.7769113,3.435535
0.20790625,0.619,1.0000178,1.0002164
0.21610625,0.11,1.0002071,0.99980843
0.37764376,0.897,1.000066,1.0000662
0.08130625,0.43,0.99995553,1.0001942
0.778525,0.37,1.972561,2.4905686
0.7807125,0.348,2.0750008,2.5999556
0.896575,0.936,1.0000849,0.99982727
0.44504687,0.216,1.4296619,2.0234127
0.5056625,0.233,1.6108289,2.2348301
0.39446875,0.997,1.0000706,1.0000641
0.61715937,0.786,1.0000693,0.9998919
0.38530314,0.466,1.0000842,0.99955106
0.5011844,0.496,0.9998212,0.99836314
0.040771876,0.922,1.0000094,1.0002518
0.6273906,0.48,1.0696759,1.1950054
0.22915937,0.224,1.0000789,1.0001403
0.40922812,0.062,2.0115237,3.2857924
0.23817188,0.198,1.0001653,0.9999187
0.9424875,0.704,1.2457832,1.5194764
0.8556687,0.656,1.1661536,1.3933451
0.3175,0.554,1.0000488,1.0001198
0.28738126,0.102,1.1548027,1.8046643
0.0353,0.589,0.99996233,1.0002171
0.4117281,0.638,1.0000643,1.0000148
0.07610937,0.946,1.0000248,1.0002357
0.5608406,0.212,1.9425417,2.6124754
0.614925,0.68,1.000019,0.99928355
0.7304031,0.909,1.0000647,0.9999871
0.80660313,0.437,1.7794992,2.261579
0.68929064,0.324,1.8783747,2.4279933
0.39234376,0.982,1.0000705,1.0000639
0.5895594,0.478,1.0092593,1.0198538
0.8877938,0.485,1.8384429,2.3019266
0.052484374,0.443,0.9999577,1.000181
0.8659969,0.94,1.0000753,0.99986744
0.8222344,0.788,0.9999052,0.9995296
0.1400625,0.203,0.9999666,1.0001267
0.6546625,0.673,0.9998938,0.9989649
0.5086031,0.091,2.3090792,3.2484093
0.8077125,0.03,3.2001123,3.8573365
0.44075313,0.658,1.000067,0.99998593
0.46245,0.214,1.517799,2.1495614
0.86796564,0.117,3.1366334,3.5936632
0.7995281,0.705,1.0005772,0.99874926
0.16185,0.457,0.99997044,1.0002346
0.39079374,0.334,0.99994934,0.9959028
0.62801874,0.699,1.000029,0.99935997
0.31065312,0.653,1.0000464,1.0001287
0.83496565,0.945,1.0000696,0.9999367
0.38571876,0.277,1.0070546,1.0126307
0.29698437,0.87,1.0000601,1.000103
0.52005315,0.478,0.9998158,0.9974028
0.93789685,0.955,1.0001202,0.99993455
0.08064687,0.595,0.99996877,1.0002351
0.7820156,0.329,2.1615934,2.6900473
0.5968813,0.514,1.0000533,0.99357057
0.12944688,0.951,1.0000397,1.0002044
0.23174062,0.336,1.0000197,1.0002186
0.65777814,0.075,2.8156238,3.5533628
0.46124062,0.713,1.0000645,1.0000105
0.09056562,0.305,0.99995804,1.0001497
0.5138125,0.971,1.0000705,1.0000467
0.8203812,0.221,2.7106829,3.2064648
0.27525938,0.929,1.0000613,1.0001106
0.6548531,0.963,1.0000653,1.0000538
0.5569469,0.055,2.5910888,3.56599
0.7334656,0.854,1.0000648,0.9998319
0.93109375,0.74,1.1315348,1.3174312
0.32579374,0.61,1.0000488,1.0001168
0.3282125,0.345,1.0000887,0.9991596
0.4176719,0.246,1.1754514,1.5175176
0.3956,0.727,1.0000587,1.0000652
0.6822375,0.966,1.0000641,1.0000552
0.70049375,0.783,1.0000467,0.9995773
0.2950656,0.334,1.0001132,0.99975514
0.7341625,0.224,2.4706645,3.0287828
0.5060094,0.582,1.0000476,0.99930525
0.49751875,0.432,0.9999416,0.9946381
0.32185626,0.699,1.0000505,1.0001136
0.30207187,0.188,1.0041023,1.0108157
0.75514686,0.486,1.4218931,1.82251
0.1364125,0.54,0.9999757,1.0002397
0.18387188,0.153,0.99998665,1.0001053
0.19255938,0.091,1.000025,0.9999522
0.10708438,0.361,0.9999542,1.0001864
0.18534376,0.319,0.9999708,1.0002186
0.7774375,0.876,1.0000627,0.9998028
0.9303687,0.875,1.000019,0.99989045
0.31035313,0.479,1.0000585,1.0000961
0.1353875,0.322,0.9999558,1.0001903
0.46714374,0.59,1.0000783,0.9996965
0.44355312,0.956,1.0000703,1.0000522
0.6733625,0.266,2.0917182,2.677485
0.13727188,0.959,1.0000423,1.0001975
0.93869376,0.767,1.0902107,1.225934
0.47383124,0.04,2.3469372,3.599453
0.446275,0.063,2.170044,3.3532453
0.8593594,0.994,1.0000695,1.0000294
0.21564375,0.246,1.0000204,1.0002015
0.56296563,0.85,1.000065,1.0000249
0.32109374,0.744,1.0000536,1.000107
0.9213156,0.494,1.9032615,2.3637404
0.8663688,0.001,3.303309,3.9968262
0.51282185,0.898,1.0000666,1.0000428
0.07250938,0.469,0.9999567,1.0002011
0.9215594,0.088,3.283228,3.7129784
0.023659375,0.26,0.9999714,1.000071
0.4655156,0.408,0.9999163,0.99567795
0.091215625,0.401,0.9999547,1.0001907
0.0546625,0.255,0.99996734,1.0000911
0.61214685,0.462,1.078215,1.218958
0.26331562,0.167,1.0003575,0.9967561
0.65869373,0.017,2.9254732,3.8803334
0.95684373,0.368,2.493504,2.9505258
0.7114656,0.324,1.9546233,2.5025916
0.5751625,0.478,1.00181,0.9969362
0.23805937,0.207,1.0001454,0.9999784
0.2815219,0.606,1.0000378,1.0001614
0.7787,0.15,2.8660183,3.3906455
0.80103123,0.572,1.2646075,1.5736425
0.12416875,0.772,1.0000149,1.000237
0.4107625,0.318,1.001088,0.9927455
0.1440125,0.314,0.99995625,1.0001935
0.7380125,0.031,3.0764785,3.8278766
0.1502375,0.294,0.9999577,1.00019
0.14120625,0.674,1.0000038,1.0002408
0.0534375,0.569,0.99996185,1.0002197
0.333175,0.239,1.0008401,0.99479306
0.8904,0.187,2.9797292,3.4171152
0.9314375,0.553,1.7081487,2.1388369
0.37609062,0.084,1.7594389,2.9423895
0.14615625,0.169,0.9999728,1.0000982
0.37844688,0.785,1.0000597,1.0000725
0.4605094,0.719,1.000064,1.000015
0.6835281,0.606,0.99986553,0.99554574
0.37873438,0.367,0.99994624,0.9982866
0.5496687,0.125,2.3154836,3.1122007
0.4729125,0.455,0.9998107,0.9981055
0.9221125,0.595,1.5305109,1.9236143
0.27018124,0.834,1.000055,1.0001237
0.58203435,0.504,0.999964,0.99371386
0.13059688,0.131,0.9999838,1.000034
0.72146565,0.904,1.0000648,0.9999877
0.50763124,0.332,1.1759219,1.4736316
0.90391874,0.369,2.3506641,2.8312902
0.39032814,0.107,1.7227094,2.7526784
0.9544,0.576,1.6903131,2.111577
0.41474688,0.616,1.0000681,0.99998343
0.85464376,0.243,2.7112699,3.1893787
0.5900125,0.035,2.7307553,3.7292008
0.18656875,0.291,0.9999727,1.0002121
0.32417813,0.596,1.0000483,1.0001175
0.29427812,0.553,1.0000405,1.0001525
0.2076125,0.662,1.0000246,1.0002078
0.26800314,0.016,1.2771077,3.4604363
0.20863125,0.48,0.99999726,1.0002337
0.46733126,0.258,1.3272178,1.8068675
0.16106562,0.328,0.9999602,1.0002083
0.105984375,0.785,1.0000106,1.0002426
0.9270313,0.408,2.2598615,2.7341971
0.8245219,0.987,1.0000648,1.0000409
0.06011875,0.982,1.000024,1.0002377
0.4164875,0.477,1.0000584,0.9992465
0.62956876,0.58,0.99983,0.9976964
0.4079625,0.261,1.0847433,1.2696714
0.03260625,0.12,0.99999833,0.9999578
0.2524125,0.752,1.0000457,1.0001516
0.7520875,0.502,1.3546,1.7251025
0.5188719,0.81,1.0000641,1.0000237
0.059765626,0.142,0.9999902,0.99999905
0.8714125,0.356,2.3126335,2.805665
0.34360626,0.918,1.0000654,1.0000783
0.2969531,0.189,1.001718,1.001195
0.8508125,0.325,2.3810015,2.8803215
0.24501562,0.951,1.0000589,1.0001268
0.7747375,0.444,1.6481515,2.1151147
0.79167813,0.821,0.9999993,0.99946463
0.76530623,0.151,2.832222,3.3686652
0.54010624,0.455,1.0002165,0.9925176
0.6859469,0.838,1.0000674,0.9998919
0.59377813,0.834,1.0000662,0.9999995
0.541575,0.383,1.1114486,1.3126589
0.44493124,0.695,1.0000641,1.0000149
0.0783875,0.931,1.000023,1.0002367
0.7400594,0.41,1.6741625,2.1604092
0.8167969,0.28,2.4703493,2.9809904
0.0883625,0.257,0.99996305,1.0001208
0.7663406,0.929,1.0000651,0.9999877
0.7726344,0.524,1.339992,1.6979078
0.7473125,0.376,1.8441385,2.3599577
0.13347188,0.575,0.9999809,1.0002422
0.7244969,0.187,2.595909,3.1630511
0.116025,0.684,0.9999958,1.0002463
0.4698,0.104,2.102096,3.062592
0.44756562,0.391,0.9999181,0.9957582
0.27785,0.659,1.0000409,1.0001544
0.76869065,0.167,2.7843094,3.315298
0.6727531,0.159,2.5640693,3.185907
0.05323125,0.352,0.9999598,1.0001425
0.3068,0.147,1.0922983,1.4005566
0.753075,0.328,2.074399,2.6121283
0.69355625,0.589,1.0037633,1.0050325
0.38394687,0.639,1.0000589,1.0000556
0.8118125,0.761,0.99988675,0.99916697
0.52713436,0.094,2.3642917,3.2631178
0.4561375,0.767,1.0000623,1.0000384
0.057259373,0.86,1.0000052,1.0002515
0.5405875,0.029,2.5965443,3.7439384
0.3702875,0.939,1.000068,1.0000687
0.085775,0.082,1.0000072,0.99992025
0.7768969,0.205,2.6632876,3.1884718
0.45948437,0.885,1.0000666,1.0000477
0.32051876,0.476,1.0000657,1.0000591
0.12757812,0.8,1.0000207,1.0002316
0.09885625,0.976,1.0000346,1.0002189
0.65010935,0.0,2.9129558,3.9980893
0.28054374,0.956,1.0000627,1.0001068
0.1715375,0.219,0.99996877,1.0001662
0.70298123,0.182,2.5564885,3.14284
0.7074937,0.792,1.0000495,0.99960315
0.13930312,0.776,1.0000207,1.0002289
0.38592812,0.457,1.0000807,0.99946034
0.08974063,0.313,0.9999578,1.0001533
0.35440314,0.48,1.0000819,0.9999052
0.65599686,0.132,2.6225333,3.2795048
0.3061625,0.428,1.0000728,1.0000434
0.384025,0.197,1.2426127,1.726592
0.52965313,0.634,1.0000668,0.9995556
0.27204376,0.778,1.0000508,1.0001327
0.61021876,0.39,1.3106059,1.6978036
0.8288406,0.197,2.8174353,3.302031
0.9373875,0.98,1.0001141,0.9999511
0.195625,0.239,0.9999863,1.0001959
0.2329625,0.223,1.0000955,1.0001091
0.63093126,0.393,1.3701897,1.786775
0.84125626,0.324,2.3582935,2.862051
0.5993406,0.148,2.3847208,3.0910482
0.17523125,0.961,1.0000497,1.0001718
0.84044373,0.333,2.3188996,2.8237405
0.15031876,0.896,1.0000392,1.0002
0.9225625,0.669,1.2947507,1.5987247
0.4956031,0.923,1.0000678,1.0000452
0.32766563,0.241,1.0002832,0.9941622
0.7469031,0.057,3.0530195,3.7112274
0.37515938,0.614,1.0000594,1.0000544
0.6916094,0.234,2.2984662,2.884615
0.036778126,0.888,1.0000025,1.000254
0.30417186,0.811,1.0000567,1.0001059
0.44310936,0.408,0.9998373,0.9975114
0.663675,0.584,0.99990606,0.99500966
0.410625,0.012,2.140421,3.8490462
0.1857,0.794,1.000037,1.0001944
0.082015626,0.434,0.9999553,1.0001957
0.8267375,0.345,2.2289295,2.7395663
0.055615626,0.665,0.9999726,1.0002404
0.23489375,0.308,1.0000345,1.0002046
0.2580656,0.26,1.0001326,0.99990904
0.6120812,0.223,2.0807247,2.7181687
0.7982031,0.455,1.6793495,2.1452188
0.53517187,0.075,2.4612074,3.403841
0.29232186,0.944,1.0000632,1.0001007
0.073834375,0.407,0.9999558,1.0001814
0.95289063,0.462,2.1199713,2.5844054
0.1977375,0.396,0.9999819,1.0002344
0.21928126,0.406,0.99999857,1.0002319
0.75675935,0.676,0.999827,0.9965972
0.14653125,0.208,0.99996614,1.0001372
0.068765625,0.838,1.0000057,1.0002499
0.5303063,0.816,1.0000646,1.0000215
0.13501562,0.043,1.0000044,0.9998373
0.1272125,0.68,0.99999976,1.0002438
0.37430313,0.779,1.000059,1.0000743
0.89239377,0.096,3.2243042,3.6726007
0.2096875,0.461,0.99999535,1.000234
0.2750875,0.259,1.0001633,0.99943125
0.14465313,0.94,1.0000423,1.0001957
0.3999875,0.54,1.0000801,0.99985754
0.015678125,0.926,1.0000014,1.0002556
0.93591875,0.573,1.6479939,2.0658865
0.2374375,0.311,1.0000383,1.0002002
0.070334375,0.022,1.0000241,0.99972713
0.7059,0.725,0.99991786,0.99913275
0.8090969,0.066,3.149539,3.714818
0.5047563,0.7,1.0000709,0.99993026
0.18984063,0.647,1.0000167,1.0002222
0.15404062,0.811,1.0000303,1.000213
0.94738436,0.902,1.0000967,1.000136
0.7725437,0.048,3.116685,3.7650924
0.25892186,0.707,1.0000422,1.0001583
0.529775,0.68,1.0000743,0.99980485
0.21137187,0.15,1.0000765,1.000076
0.7355437,0.613,1.0177764,1.0449632
0.2427375,0.255,1.0000931,1.0001022
0.23481563,0.596,1.0000236,1.0002029
0.83131564,0.675,1.0701343,1.1837635
0.3184375,0.601,1.000047,1.0001243
0.70425624,0.732,0.9999449,0.9991765
0.59150314,0.517,0.9999263,0.9943409
0.13931875,0.992,1.0000455,1.0001903
0.4966625,0.271,1.3890876,1.892741
0.076425,0.043,1.0000206,0.99981594
0.45430937,0.602,1.0000782,0.9998213
0.5903125,0.469,1.0201445,1.0534012
0.4788,0.813,1.0000635,1.0000389
0.90259373,0.633,1.3509928,1.6854733
0.5430844,0.864,1.0000648,1.0000343
0.19400312,0.061,1.0000486,0.99981594
0.4334531,0.14,1.7659578,2.6334558
0.48289686,0.9,1.0000674,1.0000452
0.9476406,0.072,3.3460197,3.7691813
0.30934063,0.42,1.0000792,1.0000064
0.617325,0.449,1.1284635,1.3427331
0.2451875,0.919,1.0000576,1.00013
0.15669687,0.444,0.9999671,1.0002315
0.24191563,0.028,1.0039109,1.2245147
0.6941375,0.729,0.99996185,0.99919546
0.8689125,0.839,0.99997795,0.9997859
0.06632812,0.799,0.99999833,1.0002515
0.47625625,0.347,1.037208,1.1101544
0.39385,0.171,1.4140868,2.0982187
0.104046874,0.081,1.0000049,0.9999285
0.57360315,0.862,1.0000646,1.0000271
0.55776876,0.67,1.0000672,0.9996182
0.21796562,0.614,1.0000204,1.0002114
0.01074375,0.071,1.0000122,0.99983966
0.24601562,0.599,1.0000274,1.0001941
0.32570937,0.193,1.0308971,1.114841
0.14638124,0.459,0.999966,1.0002306
0.38351563,0.48,1.0000865,0.99967706
0.55644065,0.169,2.1372762,2.8626485
0.30933124,0.218,1.0003604,0.99510944
0.9428281,0.755,1.1226107,1.2978607
0.875275,0.067,3.2535787,3.7489548
0.19724062,0.03,1.000094,0.9995918
0.60255,0.388,1.2920672,1.6688231
0.09251875,0.261,0.99996233,1.0001271
0.00184375,0.555,0.99996173,1.0001901
0.9035938,0.538,1.6820405,2.115635
0.5532406,0.775,1.0000676,0.99997187
0.95790935,0.417,2.3090463,2.7728891
0.48632187,0.613,1.0000768,0.99970555
0.5348281,0.637,1.0000653,0.99954
0.85868436,0.159,3.0039659,3.4611382
0.75676876,0.949,1.0000635,1.0000266
0.9406375,0.106,3.2748876,3.677845
0.357275,0.899,1.0000652,1.0000731
0.198975,0.617,1.0000147,1.0002222
0.88337815,0.405,2.1474848,2.635474
0.44644374,0.446,0.9998807,0.99837005
0.17975937,0.958,1.0000505,1.0001688
0.050690625,0.649,0.9999696,1.0002362
0.3231875,0.908,1.000064,1.0000869
0.9594625,0.637,1.4926955,1.866105
0.5263156,0.427,1.0026238,0.9983127
0.843025,0.283,2.5287685,3.024796
0.15744062,0.308,0.999959,1.0001999
0.5438719,0.094,2.4223251,3.2933164
0.18900312,0.958,1.0000522,1.0001627
0.36394063,0.16,1.3206345,1.9714395
0.37910938,0.714,1.0000569,1.0000745
0.041990627,0.302,0.9999647,1.0001084
0.6978156,0.644,0.99984336,0.9980322
0.51865935,0.672,1.0000747,0.9998163
0.18220624,0.555,0.99999666,1.0002371
0.049659375,0.822,0.99999607,1.0002539
0.056709375,0.449,0.99995697,1.0001858
0.105425,0.702,0.9999957,1.0002477
0.26832813,0.727,1.0000459,1.000146
0.20494688,0.437,0.9999902,1.0002354
0.6128344,0.069,2.7150855,3.5379558
0.7958469,0.401,1.8954593,2.39814
0.7924219,0.677,1.009543,1.0219576
0.37616876,0.807,1.0000607,1.0000719
0.2105625,0.895,1.0000514,1.0001564
0.015928125,0.901,0.99999726,1.0002563
0.46958125,0.034,2.344502,3.6506772
0.5369281,0.201,1.9029313,2.5954638
0.36074063,0.025,1.8867661,3.6334896
0.38160625,0.011,2.0093684,3.8473186
0.93806875,0.689,1.2764261,1.5681292
0.718825,0.949,1.0000631,1.0000421
0.45632812,0.616,1.0000759,0.99986064
0.160725,0.53,0.99998295,1.0002407
0.241675,0.247,1.000099,1.0000906
0.7861031,0.739,0.9998673,0.9990877
0.049715623,0.46,0.99995744,1.0001853
0.058125,0.558,0.99996114,1.0002187
0.71304375,0.037,3.019404,3.7861886
0.64272815,0.148,2.520915,3.1800938
0.6942281,0.854,1.0000664,0.9999198
0.2295125,0.802,1.0000467,1.0001582
0.6316469,0.697,1.0000201,0.99931455
0.3355375,0.433,1.0000892,0.99985564
0.0685,0.838,1.0000057,1.0002496
0.86446875,0.851,0.9999919,0.9997257
0.22412187,0.702,1.0000348,1.000186
0.5278219,0.629,1.0000651,0.9995314
0.95803124,0.816,1.037336,1.0906056
0.45450938,0.27,1.2228012,1.6034045
0.15457812,0.732,1.0000191,1.0002273
0.119825,0.472,0.9999608,1.000224
0.58349377,0.332,1.4550036,1.9385334
0.5890656,0.526,0.99989593,0.99596155
0.071634375,0.972,1.0000271,1.0002345
0.0175875,0.081,1.0000101,0.9998747
0.02739375,0.465,0.9999598,1.0001727
0.8260375,0.357,2.17632,2.6863813
0.8751781,0.647,1.2378057,1.5169814
0.028409375,0.806,0.99998665,1.0002526
0.6182219,0.33,1.5941268,2.1158137
0.08549375,0.723,0.99999225,1.0002494
0.65472186,0.975,1.0000653,1.0000567
0.93575627,0.449,2.1223845,2.5922668
0.11997187,0.995,1.0000411,1.0002028
0.7402375,0.521,1.2549963,1.5695486
0.36695936,0.237,1.0347193,1.1148559
0.28641564,0.447,1.0000502,1.0001408
0.66964686,0.386,1.5342495,2.0089097
0.20164688,0.881,1.0000489,1.0001649
0.645525,0.282,1.9187905,2.5023992
0.71122813,0.625,1.0000266,0.9957706
0.6002188,0.573,0.9997606,0.9983852
0.9411719,0.288,2.748479,3.1889725
0.225075,0.56,1.0000154,1.0002159
0.31770313,0.396,1.0000956,0.99984515
0.7843,0.015,3.1733694,3.9217548
0.18220624,0.758,1.0000317,1.0002043
0.40606874,0.912,1.0000672,1.000058
0.8636,0.572,1.4420193,1.8215183
0.2180875,0.168,1.0000942,1.0000858
0.5872156,0.543,0.99981,0.99769795
0.91854686,0.284,2.7113495,3.1634717
0.8225156,0.977,1.000065,1.0000259
0.38928437,0.25,1.0603315,1.1978787
0.43870625,0.965,1.0000705,1.000053
0.46814376,0.629,1.0000759,0.9998573
0.4478469,0.444,0.9998685,0.9983195
0.30754375,0.114,1.2354436,1.9803666
0.8963625,0.638,1.3189832,1.6398807
0.1403,0.84,1.0000302,1.0002171
0.44447812,0.614,1.000075,0.99989724
0.4299625,0.421,0.99987364,0.99823797
0.45969063,0.801,1.0000628,1.0000432
0.24537188,0.323,1.0000471,1.000185
0.17212188,0.972,1.0000502,1.000172
0.9041375,0.135,3.152042,3.5750608
0.34792188,0.78,1.0000579,1.0000873
0.43480313,0.116,1.892757,2.8516846
0.07934375,0.245,0.9999659,1.0001049
0.42467812,0.173,1.5530245,2.2866244
0.105184376,0.746,1.0000031,1.0002462
0.016625,0.654,0.9999654,1.0002252
0.77421874,0.475,1.5237764,1.9561164
0.82970935,0.985,1.0000653,1.0000342
0.88026565,0.998,1.0000739,1.0000211
0.50360936,0.943,1.0000691,1.0000459
0.32937187,0.089,1.4832696,2.6245694
0.5510906,0.637,1.0000513,0.9994112
0.8807625,0.589,1.4333766,1.8056134
0.89601564,0.017,3.339017,3.9300003
0.36741564,0.555,1.0000666,1.0000168
0.7880844,0.854,1.0000486,0.9996543
0.5328938,0.145,2.1629715,2.9453468
0.37144062,0.973,1.0000689,1.0000693
0.77407813,0.431,1.6991776,2.1779456
0.094621874,0.683,0.9999881,1.0002477
0.28534064,0.445,1.0000496,1.0001427
0.91394377,0.207,2.9629846,3.3897352
0.78440315,0.677,1.0044233,1.0083022
0.9411,0.059,3.3565202,3.8022394
0.6447344,0.415,1.3312542,1.7200351
0.618725,0.909,1.0000651,1.0000374
0.8632375,0.649,1.2026662,1.4590361
0.41896564,0.143,1.6814086,2.535832
0.062421873,0.592,0.99996483,1.0002282
0.07654375,0.763,0.9999956,1.0002509
0.61665624,0.323,1.620216,2.1516647
0.47615314,0.588,1.000076,0.9996226
0.7511125,0.315,2.1256542,2.6673884
0.5774281,0.481,1.001619,0.99644756
0.02915,0.957,1.0000106,1.0002515
0.26846564,0.949,1.0000619,1.0001137
0.88440627,0.869,1.0000209,0.99981797
0.8488,0.505,1.6416093,2.0827377
0.01545,0.329,0.99996674,1.0001011
0.8491656,0.958,1.0000713,0.9999542
0.0255125,0.507,0.99996006,1.000187
0.59506565,0.751,1.0000713,0.99984264
0.8235656,0.088,3.1290097,3.6478605
0.70423436,0.315,1.9709479,2.5247784
0.6974594,0.996,1.0000646,1.0000654
0.6633969,0.676,0.99987555,0.9989592
0.570575,0.591,0.9998933,0.9987602
0.8600875,0.091,3.1839085,3.6650085
0.5407781,0.782,1.0000662,0.99999225
0.17710313,0.24,0.9999697,1.0001842
0.56254065,0.499,0.99990845,0.9955908
0.5280875,0.507,0.999774,0.9981955
0.7850969,0.127,2.9527988,3.4791183
0.37129688,0.13,1.5086843,2.3888702
0.916525,0.537,1.724049,2.1617117
0.351825,0.92,1.0000659,1.0000749
0.30293438,0.488,1.0000516,1.000123
0.23725937,0.612,1.0000262,1.0001978
0.63205,0.569,0.9998777,0.99648154
0.5962531,0.707,1.0000646,0.99963164
0.33550626,0.374,1.0000936,0.99938715
0.33398125,0.362,1.0000898,0.9992657
0.55212814,0.777,1.000067,0.99997556
0.59045315,0.472,1.0163918,1.0418707
0.08010937,0.104,1.0000001,0.99995697
0.6910969,0.223,2.3459582,2.9345856
0.26220626,0.77,1.000049,1.000141
0.02166875,0.864,0.99999356,1.0002551
0.95891565,0.393,2.4039874,2.8647738
0.6129,0.919,1.0000652,1.0000414
0.5186781,0.378,1.0623487,1.1829344
0.19255312,0.718,1.0000288,1.0002054
0.07124688,0.112,0.99999833,0.9999651
0.531975,0.26,1.5871518,2.1709785
0.8765719,0.501,1.7418363,2.1943626
0.09285,0.361,0.99995565,1.0001768
0.3873875,0.405,1.0000055,0.99876034
0.6846344,0.762,1.000041,0.9995111
0.56341875,0.256,1.733904,2.3426087
0.19327812,0.216,0.99998677,1.0001801
0.28862813,0.638,1.0000416,1.0001495
0.022640625,0.494,0.9999598,1.0001806
0.59101874,0.715,1.0000691,0.9997046
0.41929376,0.638,1.000066,1.0000015
0.83084375,0.088,3.1416092,3.6533341
0.6059844,0.438,1.1295537,1.3468134
0.221725,0.193,1.0000814,1.000124
0.8465281,0.881,1.0000452,0.99966025
0.11648125,0.825,1.0000206,1.0002335
0.80628127,0.593,1.2156593,1.4901532
0.6235375,0.451,1.1400123,1.3681259
0.02708125,0.561,0.9999608,1.000205
0.45425937,0.907,1.0000681,1.0000489
0.8338219,0.861,1.0000266,0.99959576
0.7965937,0.059,3.140746,3.7336884
0.9583156,0.753,1.1586981,1.3679533
0.62040627,0.141,2.4817781,3.171301
0.041953124,0.614,0.9999647,1.0002257
0.40799686,0.005,2.133677,3.9376745
0.6473031,0.777,1.0000672,0.99977684
0.106296875,0.224,0.99996555,1.0001135
0.57572186,0.813,1.0000664,0.9999927
0.41177812,0.212,1.2990266,1.8144988
0.8080375,0.641,1.0954968,1.247924
0.04781875,0.401,0.9999584,1.0001608
0.31406564,0.576,1.0000464,1.0001284
0.86663127,0.614,1.3131838,1.6369884
0.082734376,0.525,0.999961,1.000221
0.68488437,0.435,1.3880435,1.7949595
0.66313124,0.877,1.0000656,0.999998
0.114225,0.423,0.9999558,1.0002096
0.90910625,0.07,3.2973766,3.756814
0.14536875,0.885,1.0000367,1.0002053
0.63071877,0.586,0.9998088,0.99799
0.89965,0.094,3.239472,3.6830459
0.68279064,0.807,1.0000654,0.9997877
0.03774375,0.415,0.9999591,1.0001593
0.30687812,0.787,1.0000552,1.000108
0.24034062,0.846,1.0000523,1.0001427
0.94558436,0.301,2.7124157,3.1552324
0.87090313,0.896,1.0000554,0.9997134
0.0748375,0.652,0.99997556,1.0002427
0.42719063,0.647,1.0000664,0.9999975
0.35941562,0.534,1.0000685,1.0000108
0.31434688,0.616,1.0000459,1.0001285
0.59616876,0.034,2.7492394,3.7397895
0.34774688,0.087,1.5952554,2.7692327
0.23644687,0.86,1.000053,1.0001432
0.059759375,0.91,1.0000137,1.0002471
0.4649625,0.127,1.9736329,2.8665576
0.7571,0.442,1.5987229,2.0592394
0.8905156,0.246,2.7833085,3.23905
0.69249064,0.453,1.3449899,1.7269033
0.92450625,0.037,3.3609962,3.8638706
0.6238281,0.435,1.192114,1.4780211
0.58924377,0.415,1.1526674,1.4018435
0.393975,0.993,1.0000706,1.0000635
0.46525937,0.44,0.9998101,0.997913
0.68995315,0.41,1.5044824,1.9598348
0.4871531,0.551,1.0000349,0.99917865
0.837225,0.971,1.0000678,1.0000013
0.23176876,0.305,1.0000299,1.0002092
0.8858563,0.546,1.5997872,2.020378
0.5084375,0.497,0.9997989,0.99829614
0.38129374,0.113,1.6468124,2.6421108
0.6875844,0.86,1.0000668,0.999944
0.3115125,0.195,1.0068742,1.0204482
0.34745938,0.192,1.1043004,1.373441
0.6705656,0.034,2.9328208,3.7810664
0.263925,0.24,1.0001782,0.999555
0.8047406,0.356,2.1156445,2.6323867
0.5735594,0.056,2.6384945,3.5760345
0.4136094,0.661,1.0000623,1.0000294
0.26378438,0.193,1.0002973,0.9982796
0.36525625,0.86,1.0000633,1.000072
0.59764063,0.983,1.0000687,1.0000513
0.6414437,0.687,0.99997866,0.9991485
0.35205936,0.051,1.7689317,3.2615213
0.19214375,0.932,1.0000515,1.0001644
0.18127188,0.534,0.9999926,1.0002383
0.9581375,0.368,2.49676,2.9531827
0.44462186,0.91,1.0000676,1.0000501
0.41271874,0.515,1.0000825,0.9996424
0.5627844,0.38,1.1881359,1.4839517
0.7109125,0.476,1.3198678,1.6823704
0.322375,0.278,1.0000509,0.9977112
0.37274688,0.18,1.2683415,1.8143831
0.55651563,0.059,2.5790138,3.5385227
0.838575,0.502,1.6216512,2.0612292
0.21535313,0.308,1.0000021,1.0002239
0.53459376,0.528,0.9998007,0.99842584
0.5939,0.754,1.0000707,0.99985564
0.36603126,0.253,1.0097374,1.0233494
0.6463969,0.905,1.0000645,1.0000303
0.56918436,0.902,1.0000654,1.0000402
0.43990624,0.395,0.9998684,0.9969201
0.8496531,0.981,1.0000691,1.0000108
0.5598875,0.26,1.7001861,2.3012328
0.36329064,0.071,1.7501588,3.044963
0.4203531,0.25,1.1699531,1.5015088
0.65405625,0.095,2.7470665,3.4510698
0.08244687,0.411,0.99995506,1.0001886
0.49384063,0.334,1.1224444,1.3498081
0.8607031,0.518,1.6285057,2.063075
0.7887344,0.082,3.0798411,3.641912
0.11428125,0.27,0.9999591,1.0001507
0.77356875,0.984,1.0000621,1.0000576
0.11896875,0.069,1.0000051,0.9999083
0.693925,0.702,0.9998729,0.9990424
0.8396375,0.327,2.3413634,2.8461447
